"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(14, 10, 5)",0,0
"(14, 10, 6)",0,0
"(14, 10, 7)",0,0
"(14, 10, 8)",0,0
"(14, 10, 9)",0,0
"(14, 10, 10)",0,0
"(14, 11, 1)",1,5835
"(14, 11, 2)",1,5891
"(14, 11, 3)",1,5947
"(14, 11, 4)",1,6003
"(14, 11, 5)",1,6059
"(14, 11, 6)",1,6115
"(14, 11, 7)",1,6171
"(14, 11, 8)",1,6227
"(14, 11, 9)",0,0
"(14, 11, 10)",0,0
"(14, 12, 1)",1,4715
"(14, 12, 2)",1,4771
"(14, 12, 3)",1,4827
"(14, 12, 4)",1,4883
"(14, 12, 5)",1,4939
"(14, 12, 6)",1,4995
"(14, 12, 7)",1,5051
"(14, 12, 8)",1,5107
"(14, 12, 9)",1,5163
"(14, 12, 10)",1,5219
"(14, 13, 1)",1,3708
"(14, 13, 2)",1,3764
"(14, 13, 3)",1,3820
"(14, 13, 4)",1,3876
"(14, 13, 5)",1,3932
"(14, 13, 6)",1,3988
"(14, 13, 7)",1,4044
"(14, 13, 8)",1,4100
"(14, 13, 9)",1,4156
"(14, 13, 10)",1,4212
"(14, 14, 1)",0,0
"(14, 14, 2)",0,0
"(14, 14, 3)",0,0
"(14, 14, 4)",0,0
"(14, 14, 5)",0,0
"(14, 14, 6)",0,0
"(14, 14, 7)",0,0
"(14, 14, 8)",0,0
"(14, 14, 9)",0,0
"(14, 14, 10)",0,0
"(14, 15, 1)",1,4268
"(14, 15, 2)",1,4324
"(14, 15, 3)",1,4380
"(14, 15, 4)",1,4436
"(14, 15, 5)",1,4492
"(14, 15, 6)",1,4548
"(14, 15, 7)",1,4604
"(14, 15, 8)",1,4660
"(14, 15, 9)",0,0
"(14, 15, 10)",0,0
"(14, 16, 1)",1,3148
"(14, 16, 2)",1,3204
"(14, 16, 3)",1,3260
"(14, 16, 4)",1,3316
"(14, 16, 5)",1,3372
"(14, 16, 6)",1,3428
"(14, 16, 7)",1,3484
"(14, 16, 8)",1,3540
"(14, 16, 9)",1,3596
"(14, 16, 10)",1,3652
"(14, 17, 1)",1,2141
"(14, 17, 2)",1,2197
"(14, 17, 3)",1,2253
"(14, 17, 4)",1,2309
"(14, 17, 5)",1,2365
"(14, 17, 6)",1,2421
"(14, 17, 7)",1,2477
"(14, 17, 8)",1,2533
"(14, 17, 9)",1,2589
"(14, 17, 10)",1,2645
"(14, 18, 1)",0,0
"(14, 18, 2)",0,0
"(14, 18, 3)",0,0
"(14, 18, 4)",0,0
"(14, 18, 5)",0,0
"(14, 18, 6)",0,0
"(14, 18, 7)",0,0
"(14, 18, 8)",0,0
"(14, 18, 9)",0,0
"(14, 18, 10)",0,0
"(14, 19, 1)",1,2701
"(14, 19, 2)",1,2757
"(14, 19, 3)",1,2813
"(14, 19, 4)",1,2869
"(14, 19, 5)",1,2925
"(14, 19, 6)",1,2981
"(14, 19, 7)",1,3037
"(14, 19, 8)",1,3093
"(14, 19, 9)",0,0
"(14, 19, 10)",0,0
"(14, 20, 1)",1,1581
"(14, 20, 2)",1,1637
"(14, 20, 3)",1,1693
"(14, 20, 4)",1,1749
"(14, 20, 5)",1,1805
"(14, 20, 6)",1,1861
"(14, 20, 7)",1,1917
"(14, 20, 8)",1,1973
"(14, 20, 9)",1,2029
"(14, 20, 10)",1,2085
"(14, 21, 1)",1,574
"(14, 21, 2)",1,630
"(14, 21, 3)",1,686
"(14, 21, 4)",1,742
"(14, 21, 5)",1,798
"(14, 21, 6)",1,854
"(14, 21, 7)",1,910
"(14, 21, 8)",1,966
"(14, 21, 9)",1,1022
"(14, 21, 10)",1,1078
"(14, 22, 1)",0,0
"(14, 22, 2)",0,0
"(14, 22, 3)",0,0
"(14, 22, 4)",0,0
"(14, 22, 5)",0,0
"(14, 22, 6)",0,0
"(14, 22, 7)",0,0
"(14, 22, 8)",0,0
"(14, 22, 9)",0,0
"(14, 22, 10)",0,0
"(14, 23, 1)",1,1134
"(14, 23, 2)",1,1190
"(14, 23, 3)",1,1246
"(14, 23, 4)",1,1302
"(14, 23, 5)",1,1358
"(14, 23, 6)",1,1414
"(14, 23, 7)",1,1470
"(14, 23, 8)",1,1526
"(14, 23, 9)",0,0
"(14, 23, 10)",0,0
"(14, 24, 1)",1,14
"(14, 24, 2)",1,70
"(14, 24, 3)",1,126
"(14, 24, 4)",1,182
"(14, 24, 5)",1,238
"(14, 24, 6)",1,294
"(14, 24, 7)",1,350
"(14, 24, 8)",1,406
"(14, 24, 9)",1,462
"(14, 24, 10)",1,518
"(15, 1, 1)",1,8410
"(15, 1, 2)",1,8466
"(15, 1, 3)",1,8522
"(15, 1, 4)",1,8578
"(15, 1, 5)",1,8634
"(15, 1, 6)",1,8690
"(15, 1, 7)",1,8746
"(15, 1, 8)",1,8802
"(15, 1, 9)",1,8858
"(15, 1, 10)",1,8914
"(15, 2, 1)",0,0
"(15, 2, 2)",0,0
"(15, 2, 3)",0,0
"(15, 2, 4)",0,0
"(15, 2, 5)",0,0
"(15, 2, 6)",0,0
"(15, 2, 7)",0,0
"(15, 2, 8)",0,0
"(15, 2, 9)",0,0
"(15, 2, 10)",0,0
"(15, 3, 1)",1,8970
"(15, 3, 2)",1,9026
"(15, 3, 3)",1,9082
"(15, 3, 4)",1,9138
"(15, 3, 5)",1,9194
"(15, 3, 6)",1,9250
"(15, 3, 7)",1,9306
"(15, 3, 8)",1,9362
"(15, 3, 9)",0,0
"(15, 3, 10)",0,0
"(15, 4, 1)",1,7850
"(15, 4, 2)",1,7906
"(15, 4, 3)",1,7962
"(15, 4, 4)",1,8018
"(15, 4, 5)",1,8074
"(15, 4, 6)",1,8130
"(15, 4, 7)",1,8186
"(15, 4, 8)",1,8242
"(15, 4, 9)",1,8298
"(15, 4, 10)",1,8354
"(15, 5, 1)",1,6843
"(15, 5, 2)",1,6899
"(15, 5, 3)",1,6955
"(15, 5, 4)",1,7011
"(15, 5, 5)",1,7067
"(15, 5, 6)",1,7123
"(15, 5, 7)",1,7179
"(15, 5, 8)",1,7235
"(15, 5, 9)",1,7291
"(15, 5, 10)",1,7347
"(15, 6, 1)",0,0
"(15, 6, 2)",0,0
"(15, 6, 3)",0,0
"(15, 6, 4)",0,0
"(15, 6, 5)",0,0
"(15, 6, 6)",0,0
"(15, 6, 7)",0,0
"(15, 6, 8)",0,0
"(15, 6, 9)",0,0
"(15, 6, 10)",0,0
"(15, 7, 1)",1,7403
"(15, 7, 2)",1,7459
"(15, 7, 3)",1,7515
"(15, 7, 4)",1,7571
"(15, 7, 5)",1,7627
"(15, 7, 6)",1,7683
"(15, 7, 7)",1,7739
"(15, 7, 8)",1,7795
"(15, 7, 9)",0,0
"(15, 7, 10)",0,0
"(15, 8, 1)",1,6283
"(15, 8, 2)",1,6339
"(15, 8, 3)",1,6395
"(15, 8, 4)",1,6451
"(15, 8, 5)",1,6507
"(15, 8, 6)",1,6563
"(15, 8, 7)",1,6619
"(15, 8, 8)",1,6675
"(15, 8, 9)",1,6731
"(15, 8, 10)",1,6787
"(15, 9, 1)",1,5276
"(15, 9, 2)",1,5332
"(15, 9, 3)",1,5388
"(15, 9, 4)",1,5444
"(15, 9, 5)",1,5500
"(15, 9, 6)",1,5556
"(15, 9, 7)",1,5612
"(15, 9, 8)",1,5668
"(15, 9, 9)",1,5724
"(15, 9, 10)",1,5780
"(15, 10, 1)",0,0
"(15, 10, 2)",0,0
"(15, 10, 3)",0,0
"(15, 10, 4)",0,0
"(15, 10, 5)",0,0
"(15, 10, 6)",0,0
"(15, 10, 7)",0,0
"(15, 10, 8)",0,0
"(15, 10, 9)",0,0
"(15, 10, 10)",0,0
"(15, 11, 1)",1,5836
"(15, 11, 2)",1,5892
"(15, 11, 3)",1,5948
"(15, 11, 4)",1,6004
"(15, 11, 5)",1,6060
"(15, 11, 6)",1,6116
"(15, 11, 7)",1,6172
"(15, 11, 8)",1,6228
"(15, 11, 9)",0,0
"(15, 11, 10)",0,0
"(15, 12, 1)",1,4716
"(15, 12, 2)",1,4772
"(15, 12, 3)",1,4828
"(15, 12, 4)",1,4884
"(15, 12, 5)",1,4940
"(15, 12, 6)",1,4996
"(15, 12, 7)",1,5052
"(15, 12, 8)",1,5108
"(15, 12, 9)",1,5164
"(15, 12, 10)",1,5220
"(15, 13, 1)",1,3709
"(15, 13, 2)",1,3765
"(15, 13, 3)",1,3821
"(15, 13, 4)",1,3877
"(15, 13, 5)",1,3933
"(15, 13, 6)",1,3989
"(15, 13, 7)",1,4045
"(15, 13, 8)",1,4101
"(15, 13, 9)",1,4157
"(15, 13, 10)",1,4213
"(15, 14, 1)",0,0
"(15, 14, 2)",0,0
"(15, 14, 3)",0,0
"(15, 14, 4)",0,0
"(15, 14, 5)",0,0
"(15, 14, 6)",0,0
"(15, 14, 7)",0,0
"(15, 14, 8)",0,0
"(15, 14, 9)",0,0
"(15, 14, 10)",0,0
"(15, 15, 1)",1,4269
"(15, 15, 2)",1,4325
"(15, 15, 3)",1,4381
"(15, 15, 4)",1,4437
"(15, 15, 5)",1,4493
"(15, 15, 6)",1,4549
"(15, 15, 7)",1,4605
"(15, 15, 8)",1,4661
"(15, 15, 9)",0,0
"(15, 15, 10)",0,0
"(15, 16, 1)",1,3149
"(15, 16, 2)",1,3205
"(15, 16, 3)",1,3261
"(15, 16, 4)",1,3317
"(15, 16, 5)",1,3373
"(15, 16, 6)",1,3429
"(15, 16, 7)",1,3485
"(15, 16, 8)",1,3541
"(15, 16, 9)",1,3597
"(15, 16, 10)",1,3653
"(15, 17, 1)",1,2142
"(15, 17, 2)",1,2198
"(15, 17, 3)",1,2254
"(15, 17, 4)",1,2310
"(15, 17, 5)",1,2366
"(15, 17, 6)",1,2422
"(15, 17, 7)",1,2478
"(15, 17, 8)",1,2534
"(15, 17, 9)",1,2590
"(15, 17, 10)",1,2646
"(15, 18, 1)",0,0
"(15, 18, 2)",0,0
"(15, 18, 3)",0,0
"(15, 18, 4)",0,0
"(15, 18, 5)",0,0
"(15, 18, 6)",0,0
"(15, 18, 7)",0,0
"(15, 18, 8)",0,0
"(15, 18, 9)",0,0
"(15, 18, 10)",0,0
"(15, 19, 1)",1,2702
"(15, 19, 2)",1,2758
"(15, 19, 3)",1,2814
"(15, 19, 4)",1,2870
"(15, 19, 5)",1,2926
"(15, 19, 6)",1,2982
"(15, 19, 7)",1,3038
"(15, 19, 8)",1,3094
"(15, 19, 9)",0,0
"(15, 19, 10)",0,0
"(15, 20, 1)",1,1582
"(15, 20, 2)",1,1638
"(15, 20, 3)",1,1694
"(15, 20, 4)",1,1750
"(15, 20, 5)",1,1806
"(15, 20, 6)",1,1862
"(15, 20, 7)",1,1918
"(15, 20, 8)",1,1974
"(15, 20, 9)",1,2030
"(15, 20, 10)",1,2086
"(15, 21, 1)",1,575
"(15, 21, 2)",1,631
"(15, 21, 3)",1,687
"(15, 21, 4)",1,743
"(15, 21, 5)",1,799
"(15, 21, 6)",1,855
"(15, 21, 7)",1,911
"(15, 21, 8)",1,967
"(15, 21, 9)",1,1023
"(15, 21, 10)",1,1079
"(15, 22, 1)",0,0
"(15, 22, 2)",0,0
"(15, 22, 3)",0,0
"(15, 22, 4)",0,0
"(15, 22, 5)",0,0
"(15, 22, 6)",0,0
"(15, 22, 7)",0,0
"(15, 22, 8)",0,0
"(15, 22, 9)",0,0
"(15, 22, 10)",0,0
"(15, 23, 1)",1,1135
"(15, 23, 2)",1,1191
"(15, 23, 3)",1,1247
"(15, 23, 4)",1,1303
"(15, 23, 5)",1,1359
"(15, 23, 6)",1,1415
"(15, 23, 7)",1,1471
"(15, 23, 8)",1,1527
"(15, 23, 9)",0,0
"(15, 23, 10)",0,0
"(15, 24, 1)",1,15
"(15, 24, 2)",1,71
"(15, 24, 3)",1,127
"(15, 24, 4)",1,183
"(15, 24, 5)",1,239
"(15, 24, 6)",1,295
"(15, 24, 7)",1,351
"(15, 24, 8)",1,407
"(15, 24, 9)",1,463
"(15, 24, 10)",1,519
"(16, 1, 1)",1,8411
"(16, 1, 2)",1,8467
"(16, 1, 3)",1,8523
"(16, 1, 4)",1,8579
"(16, 1, 5)",1,8635
"(16, 1, 6)",1,8691
"(16, 1, 7)",1,8747
"(16, 1, 8)",1,8803
"(16, 1, 9)",1,8859
"(16, 1, 10)",1,8915
"(16, 2, 1)",0,0
"(16, 2, 2)",0,0
"(16, 2, 3)",0,0
"(16, 2, 4)",0,0
"(16, 2, 5)",0,0
"(16, 2, 6)",0,0
"(16, 2, 7)",0,0
"(16, 2, 8)",0,0
"(16, 2, 9)",0,0
"(16, 2, 10)",0,0
"(16, 3, 1)",1,8971
"(16, 3, 2)",1,9027
"(16, 3, 3)",1,9083
"(16, 3, 4)",1,9139
"(16, 3, 5)",1,9195
"(16, 3, 6)",1,9251
"(16, 3, 7)",1,9307
"(16, 3, 8)",1,9363
"(16, 3, 9)",0,0
"(16, 3, 10)",0,0
"(16, 4, 1)",1,7851
"(16, 4, 2)",1,7907
"(16, 4, 3)",1,7963
"(16, 4, 4)",1,8019
"(16, 4, 5)",1,8075
"(16, 4, 6)",1,8131
"(16, 4, 7)",1,8187
"(16, 4, 8)",1,8243
"(16, 4, 9)",1,8299
"(16, 4, 10)",1,8355
"(16, 5, 1)",1,6844
"(16, 5, 2)",1,6900
"(16, 5, 3)",1,6956
"(16, 5, 4)",1,7012
"(16, 5, 5)",1,7068
"(16, 5, 6)",1,7124
"(16, 5, 7)",1,7180
"(16, 5, 8)",1,7236
"(16, 5, 9)",1,7292
"(16, 5, 10)",1,7348
"(16, 6, 1)",0,0
"(16, 6, 2)",0,0
"(16, 6, 3)",0,0
"(16, 6, 4)",0,0
"(16, 6, 5)",0,0
"(16, 6, 6)",0,0
"(16, 6, 7)",0,0
"(16, 6, 8)",0,0
"(16, 6, 9)",0,0
"(16, 6, 10)",0,0
"(16, 7, 1)",1,7404
"(16, 7, 2)",1,7460
"(16, 7, 3)",1,7516
"(16, 7, 4)",1,7572
"(16, 7, 5)",1,7628
"(16, 7, 6)",1,7684
"(16, 7, 7)",1,7740
"(16, 7, 8)",1,7796
"(16, 7, 9)",0,0
"(16, 7, 10)",0,0
"(16, 8, 1)",1,6284
"(16, 8, 2)",1,6340
"(16, 8, 3)",1,6396
"(16, 8, 4)",1,6452
"(16, 8, 5)",1,6508
"(16, 8, 6)",1,6564
"(16, 8, 7)",1,6620
"(16, 8, 8)",1,6676
"(16, 8, 9)",1,6732
"(16, 8, 10)",1,6788
"(16, 9, 1)",1,5277
"(16, 9, 2)",1,5333
"(16, 9, 3)",1,5389
"(16, 9, 4)",1,5445
"(16, 9, 5)",1,5501
"(16, 9, 6)",1,5557
"(16, 9, 7)",1,5613
"(16, 9, 8)",1,5669
"(16, 9, 9)",1,5725
"(16, 9, 10)",1,5781
"(16, 10, 1)",0,0
"(16, 10, 2)",0,0
"(16, 10, 3)",0,0
"(16, 10, 4)",0,0
"(16, 10, 5)",0,0
"(16, 10, 6)",0,0
"(16, 10, 7)",0,0
"(16, 10, 8)",0,0
"(16, 10, 9)",0,0
"(16, 10, 10)",0,0
"(16, 11, 1)",1,5837
"(16, 11, 2)",1,5893
"(16, 11, 3)",1,5949
"(16, 11, 4)",1,6005
"(16, 11, 5)",1,6061
"(16, 11, 6)",1,6117
"(16, 11, 7)",1,6173
"(16, 11, 8)",1,6229
"(16, 11, 9)",0,0
"(16, 11, 10)",0,0
"(16, 12, 1)",1,4717
"(16, 12, 2)",1,4773
"(16, 12, 3)",1,4829
"(16, 12, 4)",1,4885
"(16, 12, 5)",1,4941
"(16, 12, 6)",1,4997
"(16, 12, 7)",1,5053
"(16, 12, 8)",1,5109
"(16, 12, 9)",1,5165
"(16, 12, 10)",1,5221
"(16, 13, 1)",1,3710
"(16, 13, 2)",1,3766
"(16, 13, 3)",1,3822
"(16, 13, 4)",1,3878
"(16, 13, 5)",1,3934
"(16, 13, 6)",1,3990
"(16, 13, 7)",1,4046
"(16, 13, 8)",1,4102
"(16, 13, 9)",1,4158
"(16, 13, 10)",1,4214
"(16, 14, 1)",0,0
"(16, 14, 2)",0,0
"(16, 14, 3)",0,0
"(16, 14, 4)",0,0
"(16, 14, 5)",0,0
"(16, 14, 6)",0,0
"(16, 14, 7)",0,0
"(16, 14, 8)",0,0
"(16, 14, 9)",0,0
"(16, 14, 10)",0,0
"(16, 15, 1)",1,4270
"(16, 15, 2)",1,4326
"(16, 15, 3)",1,4382
"(16, 15, 4)",1,4438
"(16, 15, 5)",1,4494
"(16, 15, 6)",1,4550
"(16, 15, 7)",1,4606
"(16, 15, 8)",1,4662
"(16, 15, 9)",0,0
"(16, 15, 10)",0,0
"(16, 16, 1)",1,3150
"(16, 16, 2)",1,3206
"(16, 16, 3)",1,3262
"(16, 16, 4)",1,3318
"(16, 16, 5)",1,3374
"(16, 16, 6)",1,3430
"(16, 16, 7)",1,3486
"(16, 16, 8)",1,3542
"(16, 16, 9)",1,3598
"(16, 16, 10)",1,3654
"(16, 17, 1)",1,2143
"(16, 17, 2)",1,2199
"(16, 17, 3)",1,2255
"(16, 17, 4)",1,2311
"(16, 17, 5)",1,2367
"(16, 17, 6)",1,2423
"(16, 17, 7)",1,2479
"(16, 17, 8)",1,2535
"(16, 17, 9)",1,2591
"(16, 17, 10)",1,2647
"(16, 18, 1)",0,0
"(16, 18, 2)",0,0
"(16, 18, 3)",0,0
"(16, 18, 4)",0,0
"(16, 18, 5)",0,0
"(16, 18, 6)",0,0
"(16, 18, 7)",0,0
"(16, 18, 8)",0,0
"(16, 18, 9)",0,0
"(16, 18, 10)",0,0
"(16, 19, 1)",1,2703
"(16, 19, 2)",1,2759
"(16, 19, 3)",1,2815
"(16, 19, 4)",1,2871
"(16, 19, 5)",1,2927
"(16, 19, 6)",1,2983
"(16, 19, 7)",1,3039
"(16, 19, 8)",1,3095
"(16, 19, 9)",0,0
"(16, 19, 10)",0,0
"(16, 20, 1)",1,1583
"(16, 20, 2)",1,1639
"(16, 20, 3)",1,1695
"(16, 20, 4)",1,1751
"(16, 20, 5)",1,1807
"(16, 20, 6)",1,1863
"(16, 20, 7)",1,1919
"(16, 20, 8)",1,1975
"(16, 20, 9)",1,2031
"(16, 20, 10)",1,2087
"(16, 21, 1)",1,576
"(16, 21, 2)",1,632
"(16, 21, 3)",1,688
"(16, 21, 4)",1,744
"(16, 21, 5)",1,800
"(16, 21, 6)",1,856
"(16, 21, 7)",1,912
"(16, 21, 8)",1,968
"(16, 21, 9)",1,1024
"(16, 21, 10)",1,1080
"(16, 22, 1)",0,0
"(16, 22, 2)",0,0
"(16, 22, 3)",0,0
"(16, 22, 4)",0,0
"(16, 22, 5)",0,0
"(16, 22, 6)",0,0
"(16, 22, 7)",0,0
"(16, 22, 8)",0,0
"(16, 22, 9)",0,0
"(16, 22, 10)",0,0
"(16, 23, 1)",1,1136
"(16, 23, 2)",1,1192
"(16, 23, 3)",1,1248
"(16, 23, 4)",1,1304
"(16, 23, 5)",1,1360
"(16, 23, 6)",1,1416
"(16, 23, 7)",1,1472
"(16, 23, 8)",1,1528
"(16, 23, 9)",0,0
"(16, 23, 10)",0,0
"(16, 24, 1)",1,16
"(16, 24, 2)",1,72
"(16, 24, 3)",1,128
"(16, 24, 4)",1,184
"(16, 24, 5)",1,240
"(16, 24, 6)",1,296
"(16, 24, 7)",1,352
"(16, 24, 8)",1,408
"(16, 24, 9)",1,464
"(16, 24, 10)",1,520
"(17, 1, 1)",1,8412
"(17, 1, 2)",1,8468
"(17, 1, 3)",1,8524
"(17, 1, 4)",1,8580
"(17, 1, 5)",1,8636
"(17, 1, 6)",1,8692
"(17, 1, 7)",1,8748
"(17, 1, 8)",1,8804
"(17, 1, 9)",1,8860
"(17, 1, 10)",1,8916
"(17, 2, 1)",0,0
"(17, 2, 2)",0,0
"(17, 2, 3)",0,0
"(17, 2, 4)",0,0
"(17, 2, 5)",0,0
"(17, 2, 6)",0,0
"(17, 2, 7)",0,0
"(17, 2, 8)",0,0
"(17, 2, 9)",0,0
"(17, 2, 10)",0,0
"(17, 3, 1)",1,8972
"(17, 3, 2)",1,9028
"(17, 3, 3)",1,9084
"(17, 3, 4)",1,9140
"(17, 3, 5)",1,9196
"(17, 3, 6)",1,9252
"(17, 3, 7)",1,9308
"(17, 3, 8)",1,9364
"(17, 3, 9)",0,0
"(17, 3, 10)",0,0
"(17, 4, 1)",1,7852
"(17, 4, 2)",1,7908
"(17, 4, 3)",1,7964
"(17, 4, 4)",1,8020
"(17, 4, 5)",1,8076
"(17, 4, 6)",1,8132
"(17, 4, 7)",1,8188
"(17, 4, 8)",1,8244
"(17, 4, 9)",1,8300
"(17, 4, 10)",1,8356
"(17, 5, 1)",1,6845
"(17, 5, 2)",1,6901
"(17, 5, 3)",1,6957
"(17, 5, 4)",1,7013
"(17, 5, 5)",1,7069
"(17, 5, 6)",1,7125
"(17, 5, 7)",1,7181
"(17, 5, 8)",1,7237
"(17, 5, 9)",1,7293
"(17, 5, 10)",1,7349
"(17, 6, 1)",0,0
"(17, 6, 2)",0,0
"(17, 6, 3)",0,0
"(17, 6, 4)",0,0
"(17, 6, 5)",0,0
"(17, 6, 6)",0,0
"(17, 6, 7)",0,0
"(17, 6, 8)",0,0
"(17, 6, 9)",0,0
"(17, 6, 10)",0,0
"(17, 7, 1)",1,7405
"(17, 7, 2)",1,7461
"(17, 7, 3)",1,7517
"(17, 7, 4)",1,7573
"(17, 7, 5)",1,7629
"(17, 7, 6)",1,7685
"(17, 7, 7)",1,7741
"(17, 7, 8)",1,7797
"(17, 7, 9)",0,0
"(17, 7, 10)",0,0
"(17, 8, 1)",1,6285
"(17, 8, 2)",1,6341
"(17, 8, 3)",1,6397
"(17, 8, 4)",1,6453
"(17, 8, 5)",1,6509
"(17, 8, 6)",1,6565
"(17, 8, 7)",1,6621
"(17, 8, 8)",1,6677
"(17, 8, 9)",1,6733
"(17, 8, 10)",1,6789
"(17, 9, 1)",1,5278
"(17, 9, 2)",1,5334
"(17, 9, 3)",1,5390
"(17, 9, 4)",1,5446
"(17, 9, 5)",1,5502
"(17, 9, 6)",1,5558
"(17, 9, 7)",1,5614
"(17, 9, 8)",1,5670
"(17, 9, 9)",1,5726
"(17, 9, 10)",1,5782
"(17, 10, 1)",0,0
"(17, 10, 2)",0,0
"(17, 10, 3)",0,0
"(17, 10, 4)",0,0
"(17, 10, 5)",0,0
"(17, 10, 6)",0,0
"(17, 10, 7)",0,0
"(17, 10, 8)",0,0
"(17, 10, 9)",0,0
"(17, 10, 10)",0,0
"(17, 11, 1)",1,5838
"(17, 11, 2)",1,5894
"(17, 11, 3)",1,5950
"(17, 11, 4)",1,6006
"(17, 11, 5)",1,6062
"(17, 11, 6)",1,6118
"(17, 11, 7)",1,6174
"(17, 11, 8)",1,6230
"(17, 11, 9)",0,0
"(17, 11, 10)",0,0
"(17, 12, 1)",1,4718
"(17, 12, 2)",1,4774
"(17, 12, 3)",1,4830
"(17, 12, 4)",1,4886
"(17, 12, 5)",1,4942
"(17, 12, 6)",1,4998
"(17, 12, 7)",1,5054
"(17, 12, 8)",1,5110
"(17, 12, 9)",1,5166
"(17, 12, 10)",1,5222
"(17, 13, 1)",1,3711
"(17, 13, 2)",1,3767
"(17, 13, 3)",1,3823
"(17, 13, 4)",1,3879
"(17, 13, 5)",1,3935
"(17, 13, 6)",1,3991
"(17, 13, 7)",1,4047
"(17, 13, 8)",1,4103
"(17, 13, 9)",1,4159
"(17, 13, 10)",1,4215
"(17, 14, 1)",0,0
"(17, 14, 2)",0,0
"(17, 14, 3)",0,0
"(17, 14, 4)",0,0
"(17, 14, 5)",0,0
"(17, 14, 6)",0,0
"(17, 14, 7)",0,0
"(17, 14, 8)",0,0
"(17, 14, 9)",0,0
"(17, 14, 10)",0,0
"(17, 15, 1)",1,4271
"(17, 15, 2)",1,4327
"(17, 15, 3)",1,4383
"(17, 15, 4)",1,4439
"(17, 15, 5)",1,4495
"(17, 15, 6)",1,4551
"(17, 15, 7)",1,4607
"(17, 15, 8)",1,4663
"(17, 15, 9)",0,0
"(17, 15, 10)",0,0
"(17, 16, 1)",1,3151
"(17, 16, 2)",1,3207
"(17, 16, 3)",1,3263
"(17, 16, 4)",1,3319
"(17, 16, 5)",1,3375
"(17, 16, 6)",1,3431
"(17, 16, 7)",1,3487
"(17, 16, 8)",1,3543
"(17, 16, 9)",1,3599
"(17, 16, 10)",1,3655
"(17, 17, 1)",1,2144
"(17, 17, 2)",1,2200
"(17, 17, 3)",1,2256
"(17, 17, 4)",1,2312
"(17, 17, 5)",1,2368
"(17, 17, 6)",1,2424
"(17, 17, 7)",1,2480
"(17, 17, 8)",1,2536
"(17, 17, 9)",1,2592
"(17, 17, 10)",1,2648
"(17, 18, 1)",0,0
"(17, 18, 2)",0,0
"(17, 18, 3)",0,0
"(17, 18, 4)",0,0
"(17, 18, 5)",0,0
"(17, 18, 6)",0,0
"(17, 18, 7)",0,0
"(17, 18, 8)",0,0
"(17, 18, 9)",0,0
"(17, 18, 10)",0,0
"(17, 19, 1)",1,2704
"(17, 19, 2)",1,2760
"(17, 19, 3)",1,2816
"(17, 19, 4)",1,2872
"(17, 19, 5)",1,2928
"(17, 19, 6)",1,2984
"(17, 19, 7)",1,3040
"(17, 19, 8)",1,3096
"(17, 19, 9)",0,0
"(17, 19, 10)",0,0
"(17, 20, 1)",1,1584
"(17, 20, 2)",1,1640
"(17, 20, 3)",1,1696
"(17, 20, 4)",1,1752
"(17, 20, 5)",1,1808
"(17, 20, 6)",1,1864
"(17, 20, 7)",1,1920
"(17, 20, 8)",1,1976
"(17, 20, 9)",1,2032
"(17, 20, 10)",1,2088
"(17, 21, 1)",1,577
"(17, 21, 2)",1,633
"(17, 21, 3)",1,689
"(17, 21, 4)",1,745
"(17, 21, 5)",1,801
"(17, 21, 6)",1,857
"(17, 21, 7)",1,913
"(17, 21, 8)",1,969
"(17, 21, 9)",1,1025
"(17, 21, 10)",1,1081
"(17, 22, 1)",0,0
"(17, 22, 2)",0,0
"(17, 22, 3)",0,0
"(17, 22, 4)",0,0
"(17, 22, 5)",0,0
"(17, 22, 6)",0,0
"(17, 22, 7)",0,0
"(17, 22, 8)",0,0
"(17, 22, 9)",0,0
"(17, 22, 10)",0,0
"(17, 23, 1)",1,1137
"(17, 23, 2)",1,1193
"(17, 23, 3)",1,1249
"(17, 23, 4)",1,1305
"(17, 23, 5)",1,1361
"(17, 23, 6)",1,1417
"(17, 23, 7)",1,1473
"(17, 23, 8)",1,1529
"(17, 23, 9)",0,0
"(17, 23, 10)",0,0
"(17, 24, 1)",1,17
"(17, 24, 2)",1,73
"(17, 24, 3)",1,129
"(17, 24, 4)",1,185
"(17, 24, 5)",1,241
"(17, 24, 6)",1,297
"(17, 24, 7)",1,353
"(17, 24, 8)",1,409
"(17, 24, 9)",1,465
"(17, 24, 10)",1,521
"(18, 1, 1)",1,8413
"(18, 1, 2)",1,8469
"(18, 1, 3)",1,8525
"(18, 1, 4)",1,8581
"(18, 1, 5)",1,8637
"(18, 1, 6)",1,8693
"(18, 1, 7)",1,8749
"(18, 1, 8)",1,8805
"(18, 1, 9)",1,8861
"(18, 1, 10)",1,8917
"(18, 2, 1)",0,0
"(18, 2, 2)",0,0
"(18, 2, 3)",0,0
"(18, 2, 4)",0,0
"(18, 2, 5)",0,0
"(18, 2, 6)",0,0
"(18, 2, 7)",0,0
"(18, 2, 8)",0,0
"(18, 2, 9)",0,0
"(18, 2, 10)",0,0
"(18, 3, 1)",1,8973
"(18, 3, 2)",1,9029
"(18, 3, 3)",1,9085
"(18, 3, 4)",1,9141
"(18, 3, 5)",1,9197
"(18, 3, 6)",1,9253
"(18, 3, 7)",1,9309
"(18, 3, 8)",1,9365
