"(Bay_id, Aisle_id, Level_id)",Occupancy,Pallet_id
"(31, 8, 7)",1,6635
"(31, 8, 8)",1,6691
"(31, 8, 9)",1,6747
"(31, 8, 10)",1,6803
"(31, 9, 1)",1,5292
"(31, 9, 2)",1,5348
"(31, 9, 3)",1,5404
"(31, 9, 4)",1,5460
"(31, 9, 5)",1,5516
"(31, 9, 6)",1,5572
"(31, 9, 7)",1,5628
"(31, 9, 8)",1,5684
"(31, 9, 9)",1,5740
"(31, 9, 10)",1,5796
"(31, 10, 1)",0,0
"(31, 10, 2)",0,0
"(31, 10, 3)",0,0
"(31, 10, 4)",0,0
"(31, 10, 5)",0,0
"(31, 10, 6)",0,0
"(31, 10, 7)",0,0
"(31, 10, 8)",0,0
"(31, 10, 9)",0,0
"(31, 10, 10)",0,0
"(31, 11, 1)",1,5852
"(31, 11, 2)",1,5908
"(31, 11, 3)",1,5964
"(31, 11, 4)",1,6020
"(31, 11, 5)",1,6076
"(31, 11, 6)",1,6132
"(31, 11, 7)",1,6188
"(31, 11, 8)",1,6244
"(31, 11, 9)",0,0
"(31, 11, 10)",0,0
"(31, 12, 1)",1,4732
"(31, 12, 2)",1,4788
"(31, 12, 3)",1,4844
"(31, 12, 4)",1,4900
"(31, 12, 5)",1,4956
"(31, 12, 6)",1,5012
"(31, 12, 7)",1,5068
"(31, 12, 8)",1,5124
"(31, 12, 9)",1,5180
"(31, 12, 10)",1,5236
"(31, 13, 1)",1,3725
"(31, 13, 2)",1,3781
"(31, 13, 3)",1,3837
"(31, 13, 4)",1,3893
"(31, 13, 5)",1,3949
"(31, 13, 6)",1,4005
"(31, 13, 7)",1,4061
"(31, 13, 8)",1,4117
"(31, 13, 9)",1,4173
"(31, 13, 10)",1,4229
"(31, 14, 1)",0,0
"(31, 14, 2)",0,0
"(31, 14, 3)",0,0
"(31, 14, 4)",0,0
"(31, 14, 5)",0,0
"(31, 14, 6)",0,0
"(31, 14, 7)",0,0
"(31, 14, 8)",0,0
"(31, 14, 9)",0,0
"(31, 14, 10)",0,0
"(31, 15, 1)",1,4285
"(31, 15, 2)",1,4341
"(31, 15, 3)",1,4397
"(31, 15, 4)",1,4453
"(31, 15, 5)",1,4509
"(31, 15, 6)",1,4565
"(31, 15, 7)",1,4621
"(31, 15, 8)",1,4677
"(31, 15, 9)",0,0
"(31, 15, 10)",0,0
"(31, 16, 1)",1,3165
"(31, 16, 2)",1,3221
"(31, 16, 3)",1,3277
"(31, 16, 4)",1,3333
"(31, 16, 5)",1,3389
"(31, 16, 6)",1,3445
"(31, 16, 7)",1,3501
"(31, 16, 8)",1,3557
"(31, 16, 9)",1,3613
"(31, 16, 10)",1,3669
"(31, 17, 1)",1,2158
"(31, 17, 2)",1,2214
"(31, 17, 3)",1,2270
"(31, 17, 4)",1,2326
"(31, 17, 5)",1,2382
"(31, 17, 6)",1,2438
"(31, 17, 7)",1,2494
"(31, 17, 8)",1,2550
"(31, 17, 9)",1,2606
"(31, 17, 10)",1,2662
"(31, 18, 1)",0,0
"(31, 18, 2)",0,0
"(31, 18, 3)",0,0
"(31, 18, 4)",0,0
"(31, 18, 5)",0,0
"(31, 18, 6)",0,0
"(31, 18, 7)",0,0
"(31, 18, 8)",0,0
"(31, 18, 9)",0,0
"(31, 18, 10)",0,0
"(31, 19, 1)",1,2718
"(31, 19, 2)",1,2774
"(31, 19, 3)",1,2830
"(31, 19, 4)",1,2886
"(31, 19, 5)",1,2942
"(31, 19, 6)",1,2998
"(31, 19, 7)",1,3054
"(31, 19, 8)",1,3110
"(31, 19, 9)",0,0
"(31, 19, 10)",0,0
"(31, 20, 1)",1,1598
"(31, 20, 2)",1,1654
"(31, 20, 3)",1,1710
"(31, 20, 4)",1,1766
"(31, 20, 5)",1,1822
"(31, 20, 6)",1,1878
"(31, 20, 7)",1,1934
"(31, 20, 8)",1,1990
"(31, 20, 9)",1,2046
"(31, 20, 10)",1,2102
"(31, 21, 1)",1,591
"(31, 21, 2)",1,647
"(31, 21, 3)",1,703
"(31, 21, 4)",1,759
"(31, 21, 5)",1,815
"(31, 21, 6)",1,871
"(31, 21, 7)",1,927
"(31, 21, 8)",1,983
"(31, 21, 9)",1,1039
"(31, 21, 10)",1,1095
"(31, 22, 1)",0,0
"(31, 22, 2)",0,0
"(31, 22, 3)",0,0
"(31, 22, 4)",0,0
"(31, 22, 5)",0,0
"(31, 22, 6)",0,0
"(31, 22, 7)",0,0
"(31, 22, 8)",0,0
"(31, 22, 9)",0,0
"(31, 22, 10)",0,0
"(31, 23, 1)",1,1151
"(31, 23, 2)",1,1207
"(31, 23, 3)",1,1263
"(31, 23, 4)",1,1319
"(31, 23, 5)",1,1375
"(31, 23, 6)",1,1431
"(31, 23, 7)",1,1487
"(31, 23, 8)",1,1543
"(31, 23, 9)",0,0
"(31, 23, 10)",0,0
"(31, 24, 1)",1,31
"(31, 24, 2)",1,87
"(31, 24, 3)",1,143
"(31, 24, 4)",1,199
"(31, 24, 5)",1,255
"(31, 24, 6)",1,311
"(31, 24, 7)",1,367
"(31, 24, 8)",1,423
"(31, 24, 9)",1,479
"(31, 24, 10)",1,535
"(32, 1, 1)",1,8427
"(32, 1, 2)",1,8483
"(32, 1, 3)",1,8539
"(32, 1, 4)",1,8595
"(32, 1, 5)",1,8651
"(32, 1, 6)",1,8707
"(32, 1, 7)",1,8763
"(32, 1, 8)",1,8819
"(32, 1, 9)",1,8875
"(32, 1, 10)",1,8931
"(32, 2, 1)",0,0
"(32, 2, 2)",0,0
"(32, 2, 3)",0,0
"(32, 2, 4)",0,0
"(32, 2, 5)",0,0
"(32, 2, 6)",0,0
"(32, 2, 7)",0,0
"(32, 2, 8)",0,0
"(32, 2, 9)",0,0
"(32, 2, 10)",0,0
"(32, 3, 1)",1,8987
"(32, 3, 2)",1,9043
"(32, 3, 3)",1,9099
"(32, 3, 4)",1,9155
"(32, 3, 5)",1,9211
"(32, 3, 6)",1,9267
"(32, 3, 7)",1,9323
"(32, 3, 8)",1,9379
"(32, 3, 9)",0,0
"(32, 3, 10)",0,0
"(32, 4, 1)",1,7867
"(32, 4, 2)",1,7923
"(32, 4, 3)",1,7979
"(32, 4, 4)",1,8035
"(32, 4, 5)",1,8091
"(32, 4, 6)",1,8147
"(32, 4, 7)",1,8203
"(32, 4, 8)",1,8259
"(32, 4, 9)",1,8315
"(32, 4, 10)",1,8371
"(32, 5, 1)",1,6860
"(32, 5, 2)",1,6916
"(32, 5, 3)",1,6972
"(32, 5, 4)",1,7028
"(32, 5, 5)",1,7084
"(32, 5, 6)",1,7140
"(32, 5, 7)",1,7196
"(32, 5, 8)",1,7252
"(32, 5, 9)",1,7308
"(32, 5, 10)",1,7364
"(32, 6, 1)",0,0
"(32, 6, 2)",0,0
"(32, 6, 3)",0,0
"(32, 6, 4)",0,0
"(32, 6, 5)",0,0
"(32, 6, 6)",0,0
"(32, 6, 7)",0,0
"(32, 6, 8)",0,0
"(32, 6, 9)",0,0
"(32, 6, 10)",0,0
"(32, 7, 1)",1,7420
"(32, 7, 2)",1,7476
"(32, 7, 3)",1,7532
"(32, 7, 4)",1,7588
"(32, 7, 5)",1,7644
"(32, 7, 6)",1,7700
"(32, 7, 7)",1,7756
"(32, 7, 8)",1,7812
"(32, 7, 9)",0,0
"(32, 7, 10)",0,0
"(32, 8, 1)",1,6300
"(32, 8, 2)",1,6356
"(32, 8, 3)",1,6412
"(32, 8, 4)",1,6468
"(32, 8, 5)",1,6524
"(32, 8, 6)",1,6580
"(32, 8, 7)",1,6636
"(32, 8, 8)",1,6692
"(32, 8, 9)",1,6748
"(32, 8, 10)",1,6804
"(32, 9, 1)",1,5293
"(32, 9, 2)",1,5349
"(32, 9, 3)",1,5405
"(32, 9, 4)",1,5461
"(32, 9, 5)",1,5517
"(32, 9, 6)",1,5573
"(32, 9, 7)",1,5629
"(32, 9, 8)",1,5685
"(32, 9, 9)",1,5741
"(32, 9, 10)",1,5797
"(32, 10, 1)",0,0
"(32, 10, 2)",0,0
"(32, 10, 3)",0,0
"(32, 10, 4)",0,0
"(32, 10, 5)",0,0
"(32, 10, 6)",0,0
"(32, 10, 7)",0,0
"(32, 10, 8)",0,0
"(32, 10, 9)",0,0
"(32, 10, 10)",0,0
"(32, 11, 1)",1,5853
"(32, 11, 2)",1,5909
"(32, 11, 3)",1,5965
"(32, 11, 4)",1,6021
"(32, 11, 5)",1,6077
"(32, 11, 6)",1,6133
"(32, 11, 7)",1,6189
"(32, 11, 8)",1,6245
"(32, 11, 9)",0,0
"(32, 11, 10)",0,0
"(32, 12, 1)",1,4733
"(32, 12, 2)",1,4789
"(32, 12, 3)",1,4845
"(32, 12, 4)",1,4901
"(32, 12, 5)",1,4957
"(32, 12, 6)",1,5013
"(32, 12, 7)",1,5069
"(32, 12, 8)",1,5125
"(32, 12, 9)",1,5181
"(32, 12, 10)",1,5237
"(32, 13, 1)",1,3726
"(32, 13, 2)",1,3782
"(32, 13, 3)",1,3838
"(32, 13, 4)",1,3894
"(32, 13, 5)",1,3950
"(32, 13, 6)",1,4006
"(32, 13, 7)",1,4062
"(32, 13, 8)",1,4118
"(32, 13, 9)",1,4174
"(32, 13, 10)",1,4230
"(32, 14, 1)",0,0
"(32, 14, 2)",0,0
"(32, 14, 3)",0,0
"(32, 14, 4)",0,0
"(32, 14, 5)",0,0
"(32, 14, 6)",0,0
"(32, 14, 7)",0,0
"(32, 14, 8)",0,0
"(32, 14, 9)",0,0
"(32, 14, 10)",0,0
"(32, 15, 1)",1,4286
"(32, 15, 2)",1,4342
"(32, 15, 3)",1,4398
"(32, 15, 4)",1,4454
"(32, 15, 5)",1,4510
"(32, 15, 6)",1,4566
"(32, 15, 7)",1,4622
"(32, 15, 8)",1,4678
"(32, 15, 9)",0,0
"(32, 15, 10)",0,0
"(32, 16, 1)",1,3166
"(32, 16, 2)",1,3222
"(32, 16, 3)",1,3278
"(32, 16, 4)",1,3334
"(32, 16, 5)",1,3390
"(32, 16, 6)",1,3446
"(32, 16, 7)",1,3502
"(32, 16, 8)",1,3558
"(32, 16, 9)",1,3614
"(32, 16, 10)",1,3670
"(32, 17, 1)",1,2159
"(32, 17, 2)",1,2215
"(32, 17, 3)",1,2271
"(32, 17, 4)",1,2327
"(32, 17, 5)",1,2383
"(32, 17, 6)",1,2439
"(32, 17, 7)",1,2495
"(32, 17, 8)",1,2551
"(32, 17, 9)",1,2607
"(32, 17, 10)",1,2663
"(32, 18, 1)",0,0
"(32, 18, 2)",0,0
"(32, 18, 3)",0,0
"(32, 18, 4)",0,0
"(32, 18, 5)",0,0
"(32, 18, 6)",0,0
"(32, 18, 7)",0,0
"(32, 18, 8)",0,0
"(32, 18, 9)",0,0
"(32, 18, 10)",0,0
"(32, 19, 1)",1,2719
"(32, 19, 2)",1,2775
"(32, 19, 3)",1,2831
"(32, 19, 4)",1,2887
"(32, 19, 5)",1,2943
"(32, 19, 6)",1,2999
"(32, 19, 7)",1,3055
"(32, 19, 8)",1,3111
"(32, 19, 9)",0,0
"(32, 19, 10)",0,0
"(32, 20, 1)",1,1599
"(32, 20, 2)",1,1655
"(32, 20, 3)",1,1711
"(32, 20, 4)",1,1767
"(32, 20, 5)",1,1823
"(32, 20, 6)",1,1879
"(32, 20, 7)",1,1935
"(32, 20, 8)",1,1991
"(32, 20, 9)",1,2047
"(32, 20, 10)",1,2103
"(32, 21, 1)",1,592
"(32, 21, 2)",1,648
"(32, 21, 3)",1,704
"(32, 21, 4)",1,760
"(32, 21, 5)",1,816
"(32, 21, 6)",1,872
"(32, 21, 7)",1,928
"(32, 21, 8)",1,984
"(32, 21, 9)",1,1040
"(32, 21, 10)",1,1096
"(32, 22, 1)",0,0
"(32, 22, 2)",0,0
"(32, 22, 3)",0,0
"(32, 22, 4)",0,0
"(32, 22, 5)",0,0
"(32, 22, 6)",0,0
"(32, 22, 7)",0,0
"(32, 22, 8)",0,0
"(32, 22, 9)",0,0
"(32, 22, 10)",0,0
"(32, 23, 1)",1,1152
"(32, 23, 2)",1,1208
"(32, 23, 3)",1,1264
"(32, 23, 4)",1,1320
"(32, 23, 5)",1,1376
"(32, 23, 6)",1,1432
"(32, 23, 7)",1,1488
"(32, 23, 8)",1,1544
"(32, 23, 9)",0,0
"(32, 23, 10)",0,0
"(32, 24, 1)",1,32
"(32, 24, 2)",1,88
"(32, 24, 3)",1,144
"(32, 24, 4)",1,200
"(32, 24, 5)",1,256
"(32, 24, 6)",1,312
"(32, 24, 7)",1,368
"(32, 24, 8)",1,424
"(32, 24, 9)",1,480
"(32, 24, 10)",1,536
"(33, 1, 1)",1,8428
"(33, 1, 2)",1,8484
"(33, 1, 3)",1,8540
"(33, 1, 4)",1,8596
"(33, 1, 5)",1,8652
"(33, 1, 6)",1,8708
"(33, 1, 7)",1,8764
"(33, 1, 8)",1,8820
"(33, 1, 9)",1,8876
"(33, 1, 10)",1,8932
"(33, 2, 1)",0,0
"(33, 2, 2)",0,0
"(33, 2, 3)",0,0
"(33, 2, 4)",0,0
"(33, 2, 5)",0,0
"(33, 2, 6)",0,0
"(33, 2, 7)",0,0
"(33, 2, 8)",0,0
"(33, 2, 9)",0,0
"(33, 2, 10)",0,0
"(33, 3, 1)",1,8988
"(33, 3, 2)",1,9044
"(33, 3, 3)",1,9100
"(33, 3, 4)",1,9156
"(33, 3, 5)",1,9212
"(33, 3, 6)",1,9268
"(33, 3, 7)",1,9324
"(33, 3, 8)",1,9380
"(33, 3, 9)",0,0
"(33, 3, 10)",0,0
"(33, 4, 1)",1,7868
"(33, 4, 2)",1,7924
"(33, 4, 3)",1,7980
"(33, 4, 4)",1,8036
"(33, 4, 5)",1,8092
"(33, 4, 6)",1,8148
"(33, 4, 7)",1,8204
"(33, 4, 8)",1,8260
"(33, 4, 9)",1,8316
"(33, 4, 10)",1,8372
"(33, 5, 1)",1,6861
"(33, 5, 2)",1,6917
"(33, 5, 3)",1,6973
"(33, 5, 4)",1,7029
"(33, 5, 5)",1,7085
"(33, 5, 6)",1,7141
"(33, 5, 7)",1,7197
"(33, 5, 8)",1,7253
"(33, 5, 9)",1,7309
"(33, 5, 10)",1,7365
"(33, 6, 1)",0,0
"(33, 6, 2)",0,0
"(33, 6, 3)",0,0
"(33, 6, 4)",0,0
"(33, 6, 5)",0,0
"(33, 6, 6)",0,0
"(33, 6, 7)",0,0
"(33, 6, 8)",0,0
"(33, 6, 9)",0,0
"(33, 6, 10)",0,0
"(33, 7, 1)",1,7421
"(33, 7, 2)",1,7477
"(33, 7, 3)",1,7533
"(33, 7, 4)",1,7589
"(33, 7, 5)",1,7645
"(33, 7, 6)",1,7701
"(33, 7, 7)",1,7757
"(33, 7, 8)",1,7813
"(33, 7, 9)",0,0
"(33, 7, 10)",0,0
"(33, 8, 1)",1,6301
"(33, 8, 2)",1,6357
"(33, 8, 3)",1,6413
"(33, 8, 4)",1,6469
"(33, 8, 5)",1,6525
"(33, 8, 6)",1,6581
"(33, 8, 7)",1,6637
"(33, 8, 8)",1,6693
"(33, 8, 9)",1,6749
"(33, 8, 10)",1,6805
"(33, 9, 1)",1,5294
"(33, 9, 2)",1,5350
"(33, 9, 3)",1,5406
"(33, 9, 4)",1,5462
"(33, 9, 5)",1,5518
"(33, 9, 6)",1,5574
"(33, 9, 7)",1,5630
"(33, 9, 8)",1,5686
"(33, 9, 9)",1,5742
"(33, 9, 10)",1,5798
"(33, 10, 1)",0,0
"(33, 10, 2)",0,0
"(33, 10, 3)",0,0
"(33, 10, 4)",0,0
"(33, 10, 5)",0,0
"(33, 10, 6)",0,0
"(33, 10, 7)",0,0
"(33, 10, 8)",0,0
"(33, 10, 9)",0,0
"(33, 10, 10)",0,0
"(33, 11, 1)",1,5854
"(33, 11, 2)",1,5910
"(33, 11, 3)",1,5966
"(33, 11, 4)",1,6022
"(33, 11, 5)",1,6078
"(33, 11, 6)",1,6134
"(33, 11, 7)",1,6190
"(33, 11, 8)",1,6246
"(33, 11, 9)",0,0
"(33, 11, 10)",0,0
"(33, 12, 1)",1,4734
"(33, 12, 2)",1,4790
"(33, 12, 3)",1,4846
"(33, 12, 4)",1,4902
"(33, 12, 5)",1,4958
"(33, 12, 6)",1,5014
"(33, 12, 7)",1,5070
"(33, 12, 8)",1,5126
"(33, 12, 9)",1,5182
"(33, 12, 10)",1,5238
"(33, 13, 1)",1,3727
"(33, 13, 2)",1,3783
"(33, 13, 3)",1,3839
"(33, 13, 4)",1,3895
"(33, 13, 5)",1,3951
"(33, 13, 6)",1,4007
"(33, 13, 7)",1,4063
"(33, 13, 8)",1,4119
"(33, 13, 9)",1,4175
"(33, 13, 10)",1,4231
"(33, 14, 1)",0,0
"(33, 14, 2)",0,0
"(33, 14, 3)",0,0
"(33, 14, 4)",0,0
"(33, 14, 5)",0,0
"(33, 14, 6)",0,0
"(33, 14, 7)",0,0
"(33, 14, 8)",0,0
"(33, 14, 9)",0,0
"(33, 14, 10)",0,0
"(33, 15, 1)",1,4287
"(33, 15, 2)",1,4343
"(33, 15, 3)",1,4399
"(33, 15, 4)",1,4455
"(33, 15, 5)",1,4511
"(33, 15, 6)",1,4567
"(33, 15, 7)",1,4623
"(33, 15, 8)",1,4679
"(33, 15, 9)",0,0
"(33, 15, 10)",0,0
"(33, 16, 1)",1,3167
"(33, 16, 2)",1,3223
"(33, 16, 3)",1,3279
"(33, 16, 4)",1,3335
"(33, 16, 5)",1,3391
"(33, 16, 6)",1,3447
"(33, 16, 7)",1,3503
"(33, 16, 8)",1,3559
"(33, 16, 9)",1,3615
"(33, 16, 10)",1,3671
"(33, 17, 1)",1,2160
"(33, 17, 2)",1,2216
"(33, 17, 3)",1,2272
"(33, 17, 4)",1,2328
"(33, 17, 5)",1,2384
"(33, 17, 6)",1,2440
"(33, 17, 7)",1,2496
"(33, 17, 8)",1,2552
"(33, 17, 9)",1,2608
"(33, 17, 10)",1,2664
"(33, 18, 1)",0,0
"(33, 18, 2)",0,0
"(33, 18, 3)",0,0
"(33, 18, 4)",0,0
"(33, 18, 5)",0,0
"(33, 18, 6)",0,0
"(33, 18, 7)",0,0
"(33, 18, 8)",0,0
"(33, 18, 9)",0,0
"(33, 18, 10)",0,0
"(33, 19, 1)",1,2720
"(33, 19, 2)",1,2776
"(33, 19, 3)",1,2832
"(33, 19, 4)",1,2888
"(33, 19, 5)",1,2944
"(33, 19, 6)",1,3000
"(33, 19, 7)",1,3056
"(33, 19, 8)",1,3112
"(33, 19, 9)",0,0
"(33, 19, 10)",0,0
"(33, 20, 1)",1,1600
"(33, 20, 2)",1,1656
"(33, 20, 3)",1,1712
"(33, 20, 4)",1,1768
"(33, 20, 5)",1,1824
"(33, 20, 6)",1,1880
"(33, 20, 7)",1,1936
"(33, 20, 8)",1,1992
"(33, 20, 9)",1,2048
"(33, 20, 10)",1,2104
"(33, 21, 1)",1,593
"(33, 21, 2)",1,649
"(33, 21, 3)",1,705
"(33, 21, 4)",1,761
"(33, 21, 5)",1,817
"(33, 21, 6)",1,873
"(33, 21, 7)",1,929
"(33, 21, 8)",1,985
"(33, 21, 9)",1,1041
"(33, 21, 10)",1,1097
"(33, 22, 1)",0,0
"(33, 22, 2)",0,0
"(33, 22, 3)",0,0
"(33, 22, 4)",0,0
"(33, 22, 5)",0,0
"(33, 22, 6)",0,0
"(33, 22, 7)",0,0
"(33, 22, 8)",0,0
"(33, 22, 9)",0,0
"(33, 22, 10)",0,0
"(33, 23, 1)",1,1153
"(33, 23, 2)",1,1209
"(33, 23, 3)",1,1265
"(33, 23, 4)",1,1321
"(33, 23, 5)",1,1377
"(33, 23, 6)",1,1433
"(33, 23, 7)",1,1489
"(33, 23, 8)",1,1545
"(33, 23, 9)",0,0
"(33, 23, 10)",0,0
"(33, 24, 1)",1,33
"(33, 24, 2)",1,89
"(33, 24, 3)",1,145
"(33, 24, 4)",1,201
"(33, 24, 5)",1,257
"(33, 24, 6)",1,313
"(33, 24, 7)",1,369
"(33, 24, 8)",1,425
"(33, 24, 9)",1,481
"(33, 24, 10)",1,537
"(34, 1, 1)",1,8429
"(34, 1, 2)",1,8485
"(34, 1, 3)",1,8541
"(34, 1, 4)",1,8597
"(34, 1, 5)",1,8653
"(34, 1, 6)",1,8709
"(34, 1, 7)",1,8765
"(34, 1, 8)",1,8821
"(34, 1, 9)",1,8877
"(34, 1, 10)",1,8933
"(34, 2, 1)",0,0
"(34, 2, 2)",0,0
"(34, 2, 3)",0,0
"(34, 2, 4)",0,0
"(34, 2, 5)",0,0
"(34, 2, 6)",0,0
"(34, 2, 7)",0,0
"(34, 2, 8)",0,0
"(34, 2, 9)",0,0
"(34, 2, 10)",0,0
"(34, 3, 1)",1,8989
"(34, 3, 2)",1,9045
"(34, 3, 3)",1,9101
"(34, 3, 4)",1,9157
"(34, 3, 5)",1,9213
"(34, 3, 6)",1,9269
"(34, 3, 7)",1,9325
"(34, 3, 8)",1,9381
"(34, 3, 9)",0,0
"(34, 3, 10)",0,0
"(34, 4, 1)",1,7869
"(34, 4, 2)",1,7925
"(34, 4, 3)",1,7981
"(34, 4, 4)",1,8037
"(34, 4, 5)",1,8093
"(34, 4, 6)",1,8149
"(34, 4, 7)",1,8205
"(34, 4, 8)",1,8261
"(34, 4, 9)",1,8317
"(34, 4, 10)",1,8373
"(34, 5, 1)",1,6862
"(34, 5, 2)",1,6918
"(34, 5, 3)",1,6974
"(34, 5, 4)",1,7030
"(34, 5, 5)",1,7086
"(34, 5, 6)",1,7142
"(34, 5, 7)",1,7198
"(34, 5, 8)",1,7254
"(34, 5, 9)",1,7310
"(34, 5, 10)",1,7366
"(34, 6, 1)",0,0
"(34, 6, 2)",0,0
"(34, 6, 3)",0,0
"(34, 6, 4)",0,0
"(34, 6, 5)",0,0
"(34, 6, 6)",0,0
"(34, 6, 7)",0,0
"(34, 6, 8)",0,0
"(34, 6, 9)",0,0
"(34, 6, 10)",0,0
"(34, 7, 1)",1,7422
"(34, 7, 2)",1,7478
"(34, 7, 3)",1,7534
"(34, 7, 4)",1,7590
"(34, 7, 5)",1,7646
"(34, 7, 6)",1,7702
"(34, 7, 7)",1,7758
"(34, 7, 8)",1,7814
"(34, 7, 9)",0,0
"(34, 7, 10)",0,0
"(34, 8, 1)",1,6302
"(34, 8, 2)",1,6358
"(34, 8, 3)",1,6414
"(34, 8, 4)",1,6470
"(34, 8, 5)",1,6526
"(34, 8, 6)",1,6582
"(34, 8, 7)",1,6638
"(34, 8, 8)",1,6694
"(34, 8, 9)",1,6750
"(34, 8, 10)",1,6806
"(34, 9, 1)",1,5295
"(34, 9, 2)",1,5351
"(34, 9, 3)",1,5407
"(34, 9, 4)",1,5463
"(34, 9, 5)",1,5519
"(34, 9, 6)",1,5575
"(34, 9, 7)",1,5631
"(34, 9, 8)",1,5687
"(34, 9, 9)",1,5743
"(34, 9, 10)",1,5799
"(34, 10, 1)",0,0
"(34, 10, 2)",0,0
"(34, 10, 3)",0,0
"(34, 10, 4)",0,0
"(34, 10, 5)",0,0
"(34, 10, 6)",0,0
"(34, 10, 7)",0,0
"(34, 10, 8)",0,0
"(34, 10, 9)",0,0
"(34, 10, 10)",0,0
"(34, 11, 1)",1,5855
"(34, 11, 2)",1,5911
"(34, 11, 3)",1,5967
"(34, 11, 4)",1,6023
"(34, 11, 5)",1,6079
"(34, 11, 6)",1,6135
"(34, 11, 7)",1,6191
"(34, 11, 8)",1,6247
"(34, 11, 9)",0,0
"(34, 11, 10)",0,0
"(34, 12, 1)",1,4735
"(34, 12, 2)",1,4791
"(34, 12, 3)",1,4847
"(34, 12, 4)",1,4903
"(34, 12, 5)",1,4959
"(34, 12, 6)",1,5015
"(34, 12, 7)",1,5071
"(34, 12, 8)",1,5127
"(34, 12, 9)",1,5183
"(34, 12, 10)",1,5239
"(34, 13, 1)",1,3728
"(34, 13, 2)",1,3784
"(34, 13, 3)",1,3840
"(34, 13, 4)",1,3896
"(34, 13, 5)",1,3952
"(34, 13, 6)",1,4008
"(34, 13, 7)",1,4064
"(34, 13, 8)",1,4120
"(34, 13, 9)",1,4176
"(34, 13, 10)",1,4232
"(34, 14, 1)",0,0
"(34, 14, 2)",0,0
"(34, 14, 3)",0,0
"(34, 14, 4)",0,0
"(34, 14, 5)",0,0
"(34, 14, 6)",0,0
"(34, 14, 7)",0,0
"(34, 14, 8)",0,0
"(34, 14, 9)",0,0
"(34, 14, 10)",0,0
"(34, 15, 1)",1,4288
"(34, 15, 2)",1,4344
"(34, 15, 3)",1,4400
"(34, 15, 4)",1,4456
"(34, 15, 5)",1,4512
"(34, 15, 6)",1,4568
"(34, 15, 7)",1,4624
"(34, 15, 8)",1,4680
"(34, 15, 9)",0,0
"(34, 15, 10)",0,0
"(34, 16, 1)",1,3168
"(34, 16, 2)",1,3224
"(34, 16, 3)",1,3280
"(34, 16, 4)",1,3336
"(34, 16, 5)",1,3392
"(34, 16, 6)",1,3448
"(34, 16, 7)",1,3504
"(34, 16, 8)",1,3560
"(34, 16, 9)",1,3616
"(34, 16, 10)",1,3672
"(34, 17, 1)",1,2161
"(34, 17, 2)",1,2217
"(34, 17, 3)",1,2273
"(34, 17, 4)",1,2329
"(34, 17, 5)",1,2385
"(34, 17, 6)",1,2441
"(34, 17, 7)",1,2497
"(34, 17, 8)",1,2553
"(34, 17, 9)",1,2609
"(34, 17, 10)",1,2665
"(34, 18, 1)",0,0
"(34, 18, 2)",0,0
"(34, 18, 3)",0,0
"(34, 18, 4)",0,0
"(34, 18, 5)",0,0
"(34, 18, 6)",0,0
"(34, 18, 7)",0,0
"(34, 18, 8)",0,0
"(34, 18, 9)",0,0
"(34, 18, 10)",0,0
"(34, 19, 1)",1,2721
"(34, 19, 2)",1,2777
"(34, 19, 3)",1,2833
"(34, 19, 4)",1,2889
"(34, 19, 5)",1,2945
"(34, 19, 6)",1,3001
"(34, 19, 7)",1,3057
"(34, 19, 8)",1,3113
"(34, 19, 9)",0,0
"(34, 19, 10)",0,0
"(34, 20, 1)",1,1601
"(34, 20, 2)",1,1657
"(34, 20, 3)",1,1713
"(34, 20, 4)",1,1769
"(34, 20, 5)",1,1825
"(34, 20, 6)",1,1881
"(34, 20, 7)",1,1937
"(34, 20, 8)",1,1993
"(34, 20, 9)",1,2049
"(34, 20, 10)",1,2105
"(34, 21, 1)",1,594
"(34, 21, 2)",1,650
"(34, 21, 3)",1,706
"(34, 21, 4)",1,762
"(34, 21, 5)",1,818
"(34, 21, 6)",1,874
"(34, 21, 7)",1,930
"(34, 21, 8)",1,986
"(34, 21, 9)",1,1042
"(34, 21, 10)",1,1098
"(34, 22, 1)",0,0
"(34, 22, 2)",0,0
"(34, 22, 3)",0,0
"(34, 22, 4)",0,0
"(34, 22, 5)",0,0
"(34, 22, 6)",0,0
"(34, 22, 7)",0,0
"(34, 22, 8)",0,0
"(34, 22, 9)",0,0
"(34, 22, 10)",0,0
"(34, 23, 1)",1,1154
"(34, 23, 2)",1,1210
"(34, 23, 3)",1,1266
"(34, 23, 4)",1,1322
"(34, 23, 5)",1,1378
"(34, 23, 6)",1,1434
"(34, 23, 7)",1,1490
"(34, 23, 8)",1,1546
"(34, 23, 9)",0,0
"(34, 23, 10)",0,0
"(34, 24, 1)",1,34
"(34, 24, 2)",1,90
"(34, 24, 3)",1,146
"(34, 24, 4)",1,202
"(34, 24, 5)",1,258
"(34, 24, 6)",1,314
"(34, 24, 7)",1,370
"(34, 24, 8)",1,426
"(34, 24, 9)",1,482
"(34, 24, 10)",1,538
"(35, 1, 1)",1,8430
"(35, 1, 2)",1,8486
"(35, 1, 3)",1,8542
"(35, 1, 4)",1,8598
"(35, 1, 5)",1,8654
"(35, 1, 6)",1,8710
"(35, 1, 7)",1,8766
"(35, 1, 8)",1,8822
"(35, 1, 9)",1,8878
